slug,locale,occupation,category,score,status,notes
preschool-and-childcare-center-directors,zh-CN,"Education And Childcare Administrators, Preschool And Daycare",education_counseling,4,ready,
preschool-and-childcare-center-directors,en,"Education And Childcare Administrators, Preschool And Daycare",education_counseling,4,ready,
preschool-teachers,zh-CN,"Preschool Teachers, Except Special Education",education_counseling,4,ready,
preschool-teachers,en,"Preschool Teachers, Except Special Education",education_counseling,4,ready,
preschool-teachers-except-special-education,zh-CN,"Preschool Teachers, Except Special Education",education_counseling,4,ready,
preschool-teachers-except-special-education,en,"Preschool Teachers, Except Special Education",education_counseling,4,ready,
preventive-medicine-physicians,zh-CN,Preventive Medicine Physicians,medical_clinical,6,ready,
preventive-medicine-physicians,en,Preventive Medicine Physicians,medical_clinical,6,ready,
printing-press-operators,zh-CN,Printing Press Operators,physical_trade_service,5,ready,
printing-press-operators,en,Printing Press Operators,physical_trade_service,5,ready,
producers-and-directors,zh-CN,Producers And Directors,creative_performance,7,ready,
producers-and-directors,en,Producers And Directors,creative_performance,7,ready,
prosthodontists,zh-CN,Prosthodontists,medical_clinical,5,ready,
prosthodontists,en,Prosthodontists,medical_clinical,5,ready,
psychiatric-aides,zh-CN,Psychiatric Aides,medical_clinical,5,ready,
psychiatric-aides,en,Psychiatric Aides,medical_clinical,5,ready,
psychiatric-technicians,zh-CN,Psychiatric Technicians,medical_clinical,5,ready,
psychiatric-technicians,en,Psychiatric Technicians,medical_clinical,5,ready,
psychiatric-technicians-and-aides,zh-CN,Psychiatric Technicians And Aides,medical_clinical,5,ready,
psychiatric-technicians-and-aides,en,Psychiatric Technicians And Aides,medical_clinical,5,ready,
psychiatrists,zh-CN,Psychiatrists,medical_clinical,5,ready,
psychiatrists,en,Psychiatrists,medical_clinical,5,ready,
psychologists,zh-CN,Psychologists,medical_clinical,5,ready,
psychologists,en,Psychologists,medical_clinical,5,ready,
psychology-teachers-postsecondary,zh-CN,"Psychology Teachers, Postsecondary",medical_clinical,5,ready,
psychology-teachers-postsecondary,en,"Psychology Teachers, Postsecondary",medical_clinical,5,ready,
pump-operators-except-wellhead-pumpers,zh-CN,"Pump Operators, Except Wellhead Pumpers",physical_trade_service,5,ready,
pump-operators-except-wellhead-pumpers,en,"Pump Operators, Except Wellhead Pumpers",physical_trade_service,5,ready,
quality-control-analysts,zh-CN,Quality Control Analysts,engineering_architecture_validation,6,ready,
quality-control-analysts,en,Quality Control Analysts,engineering_architecture_validation,6,ready,
quality-control-inspectors,zh-CN,Quality Control Inspectors,engineering_architecture_validation,6,ready,
quality-control-inspectors,en,Quality Control Inspectors,engineering_architecture_validation,6,ready,
quality-control-systems-managers,zh-CN,Quality Control Systems Managers,engineering_architecture_validation,6,ready,
quality-control-systems-managers,en,Quality Control Systems Managers,engineering_architecture_validation,6,ready,
radiation-therapists,zh-CN,Radiation Therapists,medical_clinical,5,ready,
radiation-therapists,en,Radiation Therapists,medical_clinical,5,ready,
radio-cellular-and-tower-equipment-installers-and-repairers,zh-CN,"Radio, Cellular, And Tower Equipment Installers And Repairers",physical_trade_service,5,ready,
radio-cellular-and-tower-equipment-installers-and-repairers,en,"Radio, Cellular, And Tower Equipment Installers And Repairers",physical_trade_service,5,ready,
radiologic-technologists,zh-CN,Radiologic Technologists And Technicians,engineering_architecture_validation,5,ready,
radiologic-technologists,en,Radiologic Technologists And Technicians,engineering_architecture_validation,5,ready,
radiologic-technologists-and-technicians,zh-CN,Radiologic Technologists And Technicians,engineering_architecture_validation,5,ready,
radiologic-technologists-and-technicians,en,Radiologic Technologists And Technicians,engineering_architecture_validation,5,ready,
rail-car-repairers,zh-CN,Rail Car Repairers,aviation_transport_safety,4,ready,
rail-car-repairers,en,Rail Car Repairers,aviation_transport_safety,4,ready,
rail-track-laying-and-maintenance-equipment-operators,zh-CN,Rail Track Laying And Maintenance Equipment Operators,aviation_transport_safety,4,ready,
rail-track-laying-and-maintenance-equipment-operators,en,Rail Track Laying And Maintenance Equipment Operators,aviation_transport_safety,4,ready,
rail-yard-engineers-dinkey-operators-and-hostlers,zh-CN,"Rail Yard Engineers, Dinkey Operators, And Hostlers",aviation_transport_safety,4,ready,
rail-yard-engineers-dinkey-operators-and-hostlers,en,"Rail Yard Engineers, Dinkey Operators, And Hostlers",aviation_transport_safety,4,ready,
railroad-brake-signal-and-switch-operators-and-locomotive-firers,zh-CN,"Railroad Brake, Signal, And Switch Operators And Locomotive Firers",aviation_transport_safety,4,ready,
railroad-brake-signal-and-switch-operators-and-locomotive-firers,en,"Railroad Brake, Signal, And Switch Operators And Locomotive Firers",aviation_transport_safety,4,ready,
railroad-conductors-and-yardmasters,zh-CN,Railroad Conductors And Yardmasters,aviation_transport_safety,4,ready,
railroad-conductors-and-yardmasters,en,Railroad Conductors And Yardmasters,aviation_transport_safety,4,ready,
railroad-occupations,zh-CN,Railroad Conductors And Yardmasters,aviation_transport_safety,4,ready,
railroad-occupations,en,Railroad Conductors And Yardmasters,aviation_transport_safety,4,ready,
range-managers,zh-CN,Range Managers,medical_clinical,4,ready,
range-managers,en,Range Managers,medical_clinical,4,ready,
recreation-and-fitness-studies-teachers-postsecondary,zh-CN,"Recreation And Fitness Studies Teachers, Postsecondary",medical_clinical,4,ready,
recreation-and-fitness-studies-teachers-postsecondary,en,"Recreation And Fitness Studies Teachers, Postsecondary",medical_clinical,4,ready,
recreation-workers,zh-CN,Recreation Workers,medical_clinical,4,ready,
recreation-workers,en,Recreation Workers,medical_clinical,4,ready,
recreational-therapists,zh-CN,Recreational Therapists,medical_clinical,4,ready,
recreational-therapists,en,Recreational Therapists,medical_clinical,4,ready,
recreational-vehicle-service-technicians,zh-CN,Recreational Vehicle Service Technicians,medical_clinical,4,ready,
recreational-vehicle-service-technicians,en,Recreational Vehicle Service Technicians,medical_clinical,4,ready,
recycling-and-reclamation-workers,zh-CN,Recycling And Reclamation Workers,medical_clinical,4,ready,
recycling-and-reclamation-workers,en,Recycling And Reclamation Workers,medical_clinical,4,ready,
refractory-materials-repairers-except-brickmasons,zh-CN,"Refractory Materials Repairers, Except Brickmasons",creative_performance,3,ready,
refractory-materials-repairers-except-brickmasons,en,"Refractory Materials Repairers, Except Brickmasons",creative_performance,3,ready,
registered-nurses,zh-CN,Registered nurses,medical_clinical,5,ready,
registered-nurses,en,Registered nurses,medical_clinical,5,ready,
regulatory-affairs-managers,zh-CN,Regulatory Affairs Managers,legal_regulatory,7,ready,
regulatory-affairs-managers,en,Regulatory Affairs Managers,legal_regulatory,7,ready,
regulatory-affairs-specialists,zh-CN,Regulatory Affairs Specialists,legal_regulatory,7,ready,
regulatory-affairs-specialists,en,Regulatory Affairs Specialists,legal_regulatory,7,ready,
rehabilitation-counselors,zh-CN,Rehabilitation Counselors,medical_clinical,5,ready,
rehabilitation-counselors,en,Rehabilitation Counselors,medical_clinical,5,ready,
reinforcing-iron-and-rebar-workers,zh-CN,Reinforcing Iron And Rebar Workers,creative_performance,3,ready,
reinforcing-iron-and-rebar-workers,en,Reinforcing Iron And Rebar Workers,creative_performance,3,ready,
remote-sensing-technicians,zh-CN,Remote Sensing Technicians,engineering_architecture_validation,7,ready,
remote-sensing-technicians,en,Remote Sensing Technicians,engineering_architecture_validation,7,ready,
reservation-and-transportation-ticket-agents-and-travel-clerks,zh-CN,Reservation And Transportation Ticket Agents And Travel Clerks,aviation_transport_safety,5,ready,
reservation-and-transportation-ticket-agents-and-travel-clerks,en,Reservation And Transportation Ticket Agents And Travel Clerks,aviation_transport_safety,5,ready,
residential-advisors,zh-CN,Residential Advisors,education_counseling,5,ready,
residential-advisors,en,Residential Advisors,education_counseling,5,ready,
respiratory-therapists,zh-CN,Respiratory Therapists,medical_clinical,5,ready,
respiratory-therapists,en,Respiratory Therapists,medical_clinical,5,ready,
riggers,zh-CN,Riggers,aviation_transport_safety,4,ready,
riggers,en,Riggers,aviation_transport_safety,4,ready,
robotics-engineers,zh-CN,Robotics Engineers,engineering_architecture_validation,7,ready,
robotics-engineers,en,Robotics Engineers,engineering_architecture_validation,7,ready,
robotics-technicians,zh-CN,Robotics Technicians,engineering_architecture_validation,7,ready,
robotics-technicians,en,Robotics Technicians,engineering_architecture_validation,7,ready,
rock-splitters-quarry,zh-CN,"Rock Splitters, Quarry",creative_performance,3,ready,
rock-splitters-quarry,en,"Rock Splitters, Quarry",creative_performance,3,ready,
rolling-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,"Rolling Machine Setters, Operators, And Tenders, Metal And Plastic",physical_trade_service,6,ready,
rolling-machine-setters-operators-and-tenders-metal-and-plastic,en,"Rolling Machine Setters, Operators, And Tenders, Metal And Plastic",physical_trade_service,6,ready,
roof-bolters-mining,zh-CN,"Roof Bolters, Mining",aviation_transport_safety,4,ready,
roof-bolters-mining,en,"Roof Bolters, Mining",aviation_transport_safety,4,ready,
roofers,zh-CN,Roofers,creative_performance,3,ready,
roofers,en,Roofers,creative_performance,3,ready,
rotary-drill-operators-oil-and-gas,zh-CN,"Rotary Drill Operators, Oil And Gas",aviation_transport_safety,4,ready,
rotary-drill-operators-oil-and-gas,en,"Rotary Drill Operators, Oil And Gas",aviation_transport_safety,4,ready,
roustabouts-oil-and-gas,zh-CN,"Roustabouts, Oil And Gas",aviation_transport_safety,4,ready,
roustabouts-oil-and-gas,en,"Roustabouts, Oil And Gas",aviation_transport_safety,4,ready,
sailors-and-marine-oilers,zh-CN,Sailors And Marine Oilers,aviation_transport_safety,4,ready,
sailors-and-marine-oilers,en,Sailors And Marine Oilers,aviation_transport_safety,4,ready,
sales-engineers,zh-CN,Sales engineers,engineering_architecture_validation,7,ready,
sales-engineers,en,Sales engineers,engineering_architecture_validation,7,ready,
sawing-machine-setters-operators-and-tenders-wood,zh-CN,"Sawing Machine Setters, Operators, And Tenders, Wood",physical_trade_service,6,ready,
sawing-machine-setters-operators-and-tenders-wood,en,"Sawing Machine Setters, Operators, And Tenders, Wood",physical_trade_service,6,ready,
school-and-career-counselors,zh-CN,School And Career Counselors And Advisors,education_counseling,5,ready,
school-and-career-counselors,en,School And Career Counselors And Advisors,education_counseling,5,ready,
school-bus-monitors,zh-CN,School Bus Monitors,education_counseling,5,ready,
school-bus-monitors,en,School Bus Monitors,education_counseling,5,ready,
school-psychologists,zh-CN,School Psychologists,education_counseling,5,ready,
school-psychologists,en,School Psychologists,education_counseling,5,ready,
secondary-school-teachers-except-special-and-career-technical-education,zh-CN,"Secondary School Teachers, Except Special And Career/Technical Education",education_counseling,5,ready,
secondary-school-teachers-except-special-and-career-technical-education,en,"Secondary School Teachers, Except Special And Career/Technical Education",education_counseling,5,ready,
secretaries-and-administrative-assistants-except-legal-medical-and-executive,zh-CN,"Secretaries And Administrative Assistants, Except Legal, Medical, And Executive",medical_clinical,8,ready,
secretaries-and-administrative-assistants-except-legal-medical-and-executive,en,"Secretaries And Administrative Assistants, Except Legal, Medical, And Executive",medical_clinical,8,ready,
security-and-fire-alarm-systems-installers,zh-CN,Security And Fire Alarm Systems Installers,physical_trade_service,5,ready,
security-and-fire-alarm-systems-installers,en,Security And Fire Alarm Systems Installers,physical_trade_service,5,ready,
segmental-pavers,zh-CN,Segmental Pavers,creative_performance,3,ready,
segmental-pavers,en,Segmental Pavers,creative_performance,3,ready,
self-enrichment-teachers,zh-CN,Self Enrichment Teachers,education_counseling,5,ready,
self-enrichment-teachers,en,Self Enrichment Teachers,education_counseling,5,ready,
semiconductor-processing-technicians,zh-CN,Semiconductor Processing Technicians,engineering_architecture_validation,6,ready,
semiconductor-processing-technicians,en,Semiconductor Processing Technicians,engineering_architecture_validation,6,ready,
separating-filtering-clarifying-precipitating-and-still-machine-setters-operators-and-tenders,zh-CN,"Separating, Filtering, Clarifying, Precipitating, And Still Machine Setters, Operators, And Tenders",physical_trade_service,6,ready,
separating-filtering-clarifying-precipitating-and-still-machine-setters-operators-and-tenders,en,"Separating, Filtering, Clarifying, Precipitating, And Still Machine Setters, Operators, And Tenders",physical_trade_service,6,ready,
septic-tank-servicers-and-sewer-pipe-cleaners,zh-CN,Septic Tank Servicers And Sewer Pipe Cleaners,physical_trade_service,3,ready,
septic-tank-servicers-and-sewer-pipe-cleaners,en,Septic Tank Servicers And Sewer Pipe Cleaners,physical_trade_service,3,ready,
service-unit-operators-oil-and-gas,zh-CN,"Service Unit Operators, Oil And Gas",aviation_transport_safety,4,ready,
service-unit-operators-oil-and-gas,en,"Service Unit Operators, Oil And Gas",aviation_transport_safety,4,ready,
set-and-exhibit-designers,zh-CN,Set And Exhibit Designers,creative_performance,7,ready,
set-and-exhibit-designers,en,Set And Exhibit Designers,creative_performance,7,ready,
sewing-machine-operators,zh-CN,Sewing Machine Operators,physical_trade_service,4,ready,
sewing-machine-operators,en,Sewing Machine Operators,physical_trade_service,4,ready,
ship-engineers,zh-CN,Ship Engineers,aviation_transport_safety,5,ready,
ship-engineers,en,Ship Engineers,aviation_transport_safety,5,ready,
shipping-receiving-and-inventory-clerks,zh-CN,"Shipping, Receiving, And Inventory Clerks",aviation_transport_safety,6,ready,
shipping-receiving-and-inventory-clerks,en,"Shipping, Receiving, And Inventory Clerks",aviation_transport_safety,6,ready,
shoe-and-leather-workers-and-repairers,zh-CN,Shoe And Leather Workers And Repairers,physical_trade_service,4,ready,
shoe-and-leather-workers-and-repairers,en,Shoe And Leather Workers And Repairers,physical_trade_service,4,ready,
shoe-machine-operators-and-tenders,zh-CN,Shoe Machine Operators And Tenders,physical_trade_service,4,ready,
shoe-machine-operators-and-tenders,en,Shoe Machine Operators And Tenders,physical_trade_service,4,ready,
shuttle-drivers-and-chauffeurs,zh-CN,Shuttle Drivers And Chauffeurs,physical_trade_service,3,ready,
shuttle-drivers-and-chauffeurs,en,Shuttle Drivers And Chauffeurs,physical_trade_service,3,ready,
signal-and-track-switch-repairers,zh-CN,Signal And Track Switch Repairers,aviation_transport_safety,5,ready,
signal-and-track-switch-repairers,en,Signal And Track Switch Repairers,aviation_transport_safety,5,ready,
small-engine-mechanics,zh-CN,Outdoor Power Equipment And Other Small Engine Mechanics,aviation_transport_safety,5,ready,
small-engine-mechanics,en,Outdoor Power Equipment And Other Small Engine Mechanics,aviation_transport_safety,5,ready,
social-and-community-service-managers,zh-CN,Social And Community Service Managers,medical_clinical,5,ready,
social-and-community-service-managers,en,Social And Community Service Managers,medical_clinical,5,ready,
social-and-human-service-assistants,zh-CN,Social And Human Service Assistants,medical_clinical,5,ready,
social-and-human-service-assistants,en,Social And Human Service Assistants,medical_clinical,5,ready,
social-work-teachers-postsecondary,zh-CN,"Social Work Teachers, Postsecondary",education_counseling,7,ready,
social-work-teachers-postsecondary,en,"Social Work Teachers, Postsecondary",education_counseling,7,ready,
social-workers,zh-CN,"Social Workers, All Other",medical_clinical,5,ready,
social-workers,en,"Social Workers, All Other",medical_clinical,5,ready,
sociology-teachers-postsecondary,zh-CN,"Sociology Teachers, Postsecondary",education_counseling,7,ready,
sociology-teachers-postsecondary,en,"Sociology Teachers, Postsecondary",education_counseling,7,ready,
solar-energy-systems-engineers,zh-CN,Solar Energy Systems Engineers,engineering_architecture_validation,6,ready,
solar-energy-systems-engineers,en,Solar Energy Systems Engineers,engineering_architecture_validation,6,ready,
solar-photovoltaic-installers,zh-CN,Solar Photovoltaic Installers,physical_trade_service,6,ready,
solar-photovoltaic-installers,en,Solar Photovoltaic Installers,physical_trade_service,6,ready,
solar-thermal-installers-and-technicians,zh-CN,Solar Thermal Installers And Technicians,physical_trade_service,6,ready,
solar-thermal-installers-and-technicians,en,Solar Thermal Installers And Technicians,physical_trade_service,6,ready,
sound-engineering-technicians,zh-CN,Sound Engineering Technicians,engineering_architecture_validation,7,ready,
sound-engineering-technicians,en,Sound Engineering Technicians,engineering_architecture_validation,7,ready,
special-education-teachers,zh-CN,Special Education Teachers,education_counseling,5,ready,
special-education-teachers,en,Special Education Teachers,education_counseling,5,ready,
special-education-teachers-elementary-school,zh-CN,"Special Education Teachers, Elementary School",education_counseling,5,ready,
special-education-teachers-elementary-school,en,"Special Education Teachers, Elementary School",education_counseling,5,ready,
special-education-teachers-kindergarten,zh-CN,"Special Education Teachers, Kindergarten",education_counseling,5,ready,
special-education-teachers-kindergarten,en,"Special Education Teachers, Kindergarten",education_counseling,5,ready,
special-education-teachers-middle-school,zh-CN,"Special Education Teachers, Middle School",education_counseling,5,ready,
special-education-teachers-middle-school,en,"Special Education Teachers, Middle School",education_counseling,5,ready,
special-education-teachers-preschool,zh-CN,"Special Education Teachers, Preschool",education_counseling,5,ready,
special-education-teachers-preschool,en,"Special Education Teachers, Preschool",education_counseling,5,ready,
special-education-teachers-secondary-school,zh-CN,"Special Education Teachers, Secondary School",education_counseling,5,ready,
special-education-teachers-secondary-school,en,"Special Education Teachers, Secondary School",education_counseling,5,ready,
multimedia-artists-and-animators,zh-CN,Special Effects Artists And Animators,creative_performance,7,ready,
multimedia-artists-and-animators,en,Special Effects Artists And Animators,creative_performance,7,ready,
special-forces,zh-CN,Special Forces,military_command,3,ready,
special-forces,en,Special Forces,military_command,3,ready,
special-forces-officers,zh-CN,Special Forces Officers,military_command,3,ready,
special-forces-officers,en,Special Forces Officers,military_command,3,ready,
speech-language-pathology-assistants,zh-CN,Speech Language Pathology Assistants,medical_clinical,5,ready,
speech-language-pathology-assistants,en,Speech Language Pathology Assistants,medical_clinical,5,ready,
speech-language-pathologists,zh-CN,Speech Language Pathologists,medical_clinical,5,ready,
speech-language-pathologists,en,Speech Language Pathologists,medical_clinical,5,ready,
sports-medicine-physicians,zh-CN,Sports Medicine Physicians,medical_clinical,5,ready,
sports-medicine-physicians,en,Sports Medicine Physicians,medical_clinical,5,ready,
stationary-engineers-and-boiler-operators,zh-CN,Stationary Engineers And Boiler Operators,aviation_transport_safety,5,ready,
stationary-engineers-and-boiler-operators,en,Stationary Engineers And Boiler Operators,aviation_transport_safety,5,ready,
stockers-and-order-fillers,zh-CN,Stockers And Order Fillers,aviation_transport_safety,6,ready,
stockers-and-order-fillers,en,Stockers And Order Fillers,aviation_transport_safety,6,ready,
substance-abuse-and-behavioral-disorder-counselors,zh-CN,Substance Abuse And Behavioral Disorder Counselors,medical_clinical,5,ready,
substance-abuse-and-behavioral-disorder-counselors,en,Substance Abuse And Behavioral Disorder Counselors,medical_clinical,5,ready,
substance-abuse-behavioral-disorder-and-mental-health-counselors,zh-CN,"Substance Abuse, Behavioral Disorder, And Mental Health Counselors",medical_clinical,5,ready,
substance-abuse-behavioral-disorder-and-mental-health-counselors,en,"Substance Abuse, Behavioral Disorder, And Mental Health Counselors",medical_clinical,5,ready,
substitute-teachers-short-term,zh-CN,"Substitute Teachers, Short Term",education_counseling,5,ready,
substitute-teachers-short-term,en,"Substitute Teachers, Short Term",education_counseling,5,ready,
subway-and-streetcar-operators,zh-CN,Subway And Streetcar Operators,aviation_transport_safety,4,ready,
subway-and-streetcar-operators,en,Subway And Streetcar Operators,aviation_transport_safety,4,ready,
survey-researchers,zh-CN,Survey Researchers,engineering_architecture_validation,7,ready,
survey-researchers,en,Survey Researchers,engineering_architecture_validation,7,ready,
surveying-and-mapping-technicians,zh-CN,Surveying And Mapping Technicians,engineering_architecture_validation,7,ready,
surveying-and-mapping-technicians,en,Surveying And Mapping Technicians,engineering_architecture_validation,7,ready,
surveyors,zh-CN,Surveyors,engineering_architecture_validation,7,ready,
surveyors,en,Surveyors,engineering_architecture_validation,7,ready,
switchboard-operators-including-answering-service,zh-CN,"Switchboard Operators, Including Answering Service",physical_trade_service,6,ready,
switchboard-operators-including-answering-service,en,"Switchboard Operators, Including Answering Service",physical_trade_service,6,ready,
talent-directors,zh-CN,Talent Directors,creative_performance,7,ready,
talent-directors,en,Talent Directors,creative_performance,7,ready,
tank-car-truck-and-ship-loaders,zh-CN,"Tank Car, Truck, And Ship Loaders",aviation_transport_safety,7,ready,
tank-car-truck-and-ship-loaders,en,"Tank Car, Truck, And Ship Loaders",aviation_transport_safety,7,ready,
taxi-drivers,zh-CN,Taxi Drivers,physical_trade_service,4,ready,
taxi-drivers,en,Taxi Drivers,physical_trade_service,4,ready,
taxi-drivers-and-chauffeurs,zh-CN,"Taxi Drivers, Shuttle Drivers, And Chauffeurs",physical_trade_service,4,ready,
taxi-drivers-and-chauffeurs,en,"Taxi Drivers, Shuttle Drivers, And Chauffeurs",physical_trade_service,4,ready,
teacher-assistants,zh-CN,"Teaching Assistants, Except Postsecondary",education_counseling,5,ready,
teacher-assistants,en,"Teaching Assistants, Except Postsecondary",education_counseling,5,ready,
teaching-assistants-postsecondary,zh-CN,"Teaching Assistants, Postsecondary",education_counseling,5,ready,
teaching-assistants-postsecondary,en,"Teaching Assistants, Postsecondary",education_counseling,5,ready,
teaching-assistants-preschool-elementary-middle-and-secondary-school-except-special-education,zh-CN,"Teaching Assistants, Preschool, Elementary, Middle, And Secondary School, Except Special Education",education_counseling,5,ready,
teaching-assistants-preschool-elementary-middle-and-secondary-school-except-special-education,en,"Teaching Assistants, Preschool, Elementary, Middle, And Secondary School, Except Special Education",education_counseling,5,ready,
teaching-assistants-special-education,zh-CN,"Teaching Assistants, Special Education",education_counseling,5,ready,
teaching-assistants-special-education,en,"Teaching Assistants, Special Education",education_counseling,5,ready,
technical-writers,zh-CN,Technical writers,creative_performance,8,ready,
technical-writers,en,Technical writers,creative_performance,8,ready,
telecommunications-engineering-specialists,zh-CN,Telecommunications Engineering Specialists,engineering_architecture_validation,8,ready,
telecommunications-engineering-specialists,en,Telecommunications Engineering Specialists,engineering_architecture_validation,8,ready,
telecommunications-line-installers-and-repairers,zh-CN,Telecommunications Line Installers And Repairers,physical_trade_service,8,ready,
telecommunications-line-installers-and-repairers,en,Telecommunications Line Installers And Repairers,physical_trade_service,8,ready,
telecommunications-equipment-installers-and-repairers-except-line-installers,zh-CN,"Telecommunications Equipment Installers And Repairers, Except Line Installers",physical_trade_service,8,ready,
telecommunications-equipment-installers-and-repairers-except-line-installers,en,"Telecommunications Equipment Installers And Repairers, Except Line Installers",physical_trade_service,8,ready,
telephone-operators,zh-CN,Telephone Operators,physical_trade_service,6,ready,
telephone-operators,en,Telephone Operators,physical_trade_service,6,ready,
textile-bleaching-and-dyeing-machine-operators-and-tenders,zh-CN,Textile Bleaching And Dyeing Machine Operators And Tenders,physical_trade_service,4,ready,
textile-bleaching-and-dyeing-machine-operators-and-tenders,en,Textile Bleaching And Dyeing Machine Operators And Tenders,physical_trade_service,4,ready,
textile-cutting-machine-setters-operators-and-tenders,zh-CN,"Textile Cutting Machine Setters, Operators, And Tenders",physical_trade_service,4,ready,
textile-cutting-machine-setters-operators-and-tenders,en,"Textile Cutting Machine Setters, Operators, And Tenders",physical_trade_service,4,ready,
textile-knitting-and-weaving-machine-setters-operators-and-tenders,zh-CN,"Textile Knitting And Weaving Machine Setters, Operators, And Tenders",physical_trade_service,4,ready,
textile-knitting-and-weaving-machine-setters-operators-and-tenders,en,"Textile Knitting And Weaving Machine Setters, Operators, And Tenders",physical_trade_service,4,ready,
textile-winding-twisting-and-drawing-out-machine-setters-operators-and-tenders,zh-CN,"Textile Winding, Twisting, And Drawing Out Machine Setters, Operators, And Tenders",physical_trade_service,4,ready,
textile-winding-twisting-and-drawing-out-machine-setters-operators-and-tenders,en,"Textile Winding, Twisting, And Drawing Out Machine Setters, Operators, And Tenders",physical_trade_service,4,ready,
tire-repairers-and-changers,zh-CN,Tire Repairers And Changers,physical_trade_service,4,ready,
tire-repairers-and-changers,en,Tire Repairers And Changers,physical_trade_service,4,ready,
title-examiners-abstractors-and-searchers,zh-CN,"Title Examiners, Abstractors, And Searchers",creative_performance,3,ready,
title-examiners-abstractors-and-searchers,en,"Title Examiners, Abstractors, And Searchers",creative_performance,3,ready,
top-executives,zh-CN,Chief Executives,aviation_transport_safety,7,ready,
top-executives,en,Chief Executives,aviation_transport_safety,7,ready,
traffic-technicians,zh-CN,Traffic Technicians,aviation_transport_safety,4,ready,
traffic-technicians,en,Traffic Technicians,aviation_transport_safety,4,ready,
training-and-development-managers,zh-CN,Training and development managers,aviation_transport_safety,7,ready,
training-and-development-managers,en,Training and development managers,aviation_transport_safety,7,ready,
training-and-development-specialists,zh-CN,Training and development specialists,aviation_transport_safety,7,ready,
training-and-development-specialists,en,Training and development specialists,aviation_transport_safety,7,ready,
transit-and-railroad-police,zh-CN,Transit And Railroad Police,aviation_transport_safety,4,ready,
transit-and-railroad-police,en,Transit And Railroad Police,aviation_transport_safety,4,ready,
transportation-engineers,zh-CN,Transportation Engineers,aviation_transport_safety,7,ready,
transportation-engineers,en,Transportation Engineers,aviation_transport_safety,7,ready,
transportation-inspectors,zh-CN,Transportation Inspectors,aviation_transport_safety,5,ready,
transportation-inspectors,en,Transportation Inspectors,aviation_transport_safety,5,ready,
transportation-planners,zh-CN,Transportation Planners,aviation_transport_safety,7,ready,
transportation-planners,en,Transportation Planners,aviation_transport_safety,7,ready,
transportation-security-screeners,zh-CN,Transportation Security Screeners,aviation_transport_safety,5,ready,
transportation-security-screeners,en,Transportation Security Screeners,aviation_transport_safety,5,ready,
transportation-vehicle-equipment-and-systems-inspectors-except-aviation,zh-CN,"Transportation Vehicle, Equipment And Systems Inspectors, Except Aviation",aviation_transport_safety,5,ready,
transportation-vehicle-equipment-and-systems-inspectors-except-aviation,en,"Transportation Vehicle, Equipment And Systems Inspectors, Except Aviation",aviation_transport_safety,5,ready,
transportation-storage-and-distribution-managers,zh-CN,"Transportation, Storage, And Distribution Managers",aviation_transport_safety,7,ready,
transportation-storage-and-distribution-managers,en,"Transportation, Storage, And Distribution Managers",aviation_transport_safety,7,ready,
travel-agents,zh-CN,Travel Agents,education_counseling,6,ready,
travel-agents,en,Travel Agents,education_counseling,6,ready,
travel-guides,zh-CN,Travel Guides,education_counseling,6,ready,
travel-guides,en,Travel Guides,education_counseling,6,ready,
treasurers-and-controllers,zh-CN,Treasurers And Controllers,aviation_transport_safety,8,ready,
treasurers-and-controllers,en,Treasurers And Controllers,aviation_transport_safety,8,ready,
tree-trimmers-and-pruners,zh-CN,Tree Trimmers And Pruners,physical_trade_service,4,ready,
tree-trimmers-and-pruners,en,Tree Trimmers And Pruners,physical_trade_service,4,ready,
tutors,zh-CN,Tutors,education_counseling,5,ready,
tutors,en,Tutors,education_counseling,5,ready,
upholsterers,zh-CN,Upholsterers,physical_trade_service,4,ready,
upholsterers,en,Upholsterers,physical_trade_service,4,ready,
urologists,zh-CN,Urologists,medical_clinical,5,ready,
urologists,en,Urologists,medical_clinical,5,ready,
validation-engineers,zh-CN,Validation Engineers,engineering_architecture_validation,7,ready,
validation-engineers,en,Validation Engineers,engineering_architecture_validation,7,ready,
veterinarians,zh-CN,Veterinarians,medical_clinical,5,ready,
veterinarians,en,Veterinarians,medical_clinical,5,ready,
veterinary-assistants-and-laboratory-animal-caretakers,zh-CN,Veterinary Assistants And Laboratory Animal Caretakers,medical_clinical,5,ready,
veterinary-assistants-and-laboratory-animal-caretakers,en,Veterinary Assistants And Laboratory Animal Caretakers,medical_clinical,5,ready,
veterinary-technologists-and-technicians,zh-CN,Veterinary Technologists And Technicians,medical_clinical,5,ready,
veterinary-technologists-and-technicians,en,Veterinary Technologists And Technicians,medical_clinical,5,ready,
video-game-designers,zh-CN,Video Game Designers,creative_performance,8,ready,
video-game-designers,en,Video Game Designers,creative_performance,8,ready,
watch-and-clock-repairers,zh-CN,Watch And Clock Repairers,physical_trade_service,4,ready,
watch-and-clock-repairers,en,Watch And Clock Repairers,physical_trade_service,4,ready,
water-and-wastewater-treatment-plant-and-system-operators,zh-CN,Water And Wastewater Treatment Plant And System Operators,aviation_transport_safety,6,ready,
water-and-wastewater-treatment-plant-and-system-operators,en,Water And Wastewater Treatment Plant And System Operators,aviation_transport_safety,6,ready,
