slug,locale,title_en,title_zh,score,confidence
chemistry-teachers-postsecondary,zh-CN,"Chemistry Teachers, Postsecondary",高等教育化学教师,6,medium
chemistry-teachers-postsecondary,en,"Chemistry Teachers, Postsecondary",高等教育化学教师,6,medium
chemists,zh-CN,Chemists,化学家,6,medium
chemists,en,Chemists,化学家,6,medium
chemists-and-materials-scientists,zh-CN,Chemists,化学家和材料科学家,6,medium
chemists-and-materials-scientists,en,Chemists,化学家和材料科学家,6,medium
chief-executives,zh-CN,Chief Executives,首席执行官,6,high
chief-executives,en,Chief Executives,首席执行官,6,high
chief-sustainability-officers,zh-CN,Chief Sustainability Officers,首席可持续发展官,6,medium
chief-sustainability-officers,en,Chief Sustainability Officers,首席可持续发展官,6,medium
child-family-and-school-social-workers,zh-CN,"Child, Family, And School Social Workers",儿童、家庭和学校社会工作者,4,high
child-family-and-school-social-workers,en,"Child, Family, And School Social Workers",儿童、家庭和学校社会工作者,4,high
childcare-workers,zh-CN,Childcare Workers,儿童照护人员,4,medium
childcare-workers,en,Childcare Workers,儿童照护人员,4,medium
chiropractors,zh-CN,Chiropractors,整脊医师,3,medium
chiropractors,en,Chiropractors,整脊医师,3,medium
choreographers,zh-CN,Choreographers,编舞师,4,medium
choreographers,en,Choreographers,编舞师,4,medium
civil-engineering-technicians,zh-CN,Civil Engineering Technologists And Technicians,土木工程技师和技术员,6,medium
civil-engineering-technicians,en,Civil Engineering Technologists And Technicians,土木工程技师和技术员,6,medium
civil-engineers,zh-CN,Civil engineers,土木工程师,6,medium
civil-engineers,en,Civil engineers,土木工程师,6,medium
claims-adjusters-appraisers-examiners-and-investigators,zh-CN,"Claims Adjusters, Examiners, And Investigators",理赔核损员、评估师、审查员和调查员,7,medium
claims-adjusters-appraisers-examiners-and-investigators,en,"Claims Adjusters, Examiners, And Investigators",理赔核损员、评估师、审查员和调查员,7,medium
cleaners-of-vehicles-and-equipment,zh-CN,Cleaners Of Vehicles And Equipment,车辆和设备清洁工,3,medium
cleaners-of-vehicles-and-equipment,en,Cleaners Of Vehicles And Equipment,车辆和设备清洁工,3,medium
cleaning-washing-and-metal-pickling-equipment-operators-and-tenders,zh-CN,"Cleaning, Washing, And Metal Pickling Equipment Operators And Tenders",清洗、洗涤和金属酸洗设备操作员,5,medium
cleaning-washing-and-metal-pickling-equipment-operators-and-tenders,en,"Cleaning, Washing, And Metal Pickling Equipment Operators And Tenders",清洗、洗涤和金属酸洗设备操作员,5,medium
clergy,zh-CN,Clergy,神职人员,3,medium
clergy,en,Clergy,神职人员,3,medium
climate-change-policy-analysts,zh-CN,Climate Change Policy Analysts,气候变化政策分析师,7,medium
climate-change-policy-analysts,en,Climate Change Policy Analysts,气候变化政策分析师,7,medium
clinical-and-counseling-psychologists,zh-CN,Clinical And Counseling Psychologists,临床与咨询心理学家,4,high
clinical-and-counseling-psychologists,en,Clinical And Counseling Psychologists,临床与咨询心理学家,4,high
clinical-data-managers,zh-CN,Clinical Data Managers,临床数据经理,7,high
clinical-data-managers,en,Clinical Data Managers,临床数据经理,7,high
clinical-laboratory-technologists-and-technicians,zh-CN,Medical and Clinical Laboratory Technologists,医学与临床实验室技师,7,medium
clinical-laboratory-technologists-and-technicians,en,Medical and Clinical Laboratory Technologists,医学与临床实验室技师,7,medium
clinical-neuropsychologists,zh-CN,Clinical Neuropsychologists,临床神经心理学家,4,medium
clinical-neuropsychologists,en,Clinical Neuropsychologists,临床神经心理学家,4,medium
clinical-nurse-specialists,zh-CN,Clinical Nurse Specialists,临床护士专员,4,medium
clinical-nurse-specialists,en,Clinical Nurse Specialists,临床护士专员,4,medium
clinical-research-coordinators,zh-CN,Clinical Research Coordinators,临床研究协调员,7,medium
clinical-research-coordinators,en,Clinical Research Coordinators,临床研究协调员,7,medium
coaches-and-scouts,zh-CN,Coaches And Scouts,教练和球探,4,medium
coaches-and-scouts,en,Coaches And Scouts,教练和球探,4,medium
coating-painting-and-spraying-machine-setters-operators-and-tenders,zh-CN,"Coating, Painting, And Spraying Machine Setters, Operators, And Tenders",涂装、喷漆和喷涂设备调机员、操作员和看管员,5,medium
coating-painting-and-spraying-machine-setters-operators-and-tenders,en,"Coating, Painting, And Spraying Machine Setters, Operators, And Tenders",涂装、喷漆和喷涂设备调机员、操作员和看管员,5,medium
coil-winders-tapers-and-finishers,zh-CN,"Coil Winders, Tapers, And Finishers",线圈绕线工、包扎工和修整工,5,medium
coil-winders-tapers-and-finishers,en,"Coil Winders, Tapers, And Finishers",线圈绕线工、包扎工和修整工,5,medium
coin-vending-and-amusement-machine-servicers-and-repairers,zh-CN,"Coin, Vending, And Amusement Machine Servicers And Repairers",投币、售货和娱乐机器维修工,3,medium
coin-vending-and-amusement-machine-servicers-and-repairers,en,"Coin, Vending, And Amusement Machine Servicers And Repairers",投币、售货和娱乐机器维修工,3,medium
command-and-control-center-officers,zh-CN,Command And Control Center Officers,指挥控制中心军官,3,high
command-and-control-center-officers,en,Command And Control Center Officers,指挥控制中心军官,3,high
command-and-control-center-specialists,zh-CN,Command And Control Center Specialists,指挥控制中心专员,3,medium
command-and-control-center-specialists,en,Command And Control Center Specialists,指挥控制中心专员,3,medium
commercial-and-industrial-designers,zh-CN,Commercial And Industrial Designers,商业与工业设计师,7,medium
commercial-and-industrial-designers,en,Commercial And Industrial Designers,商业与工业设计师,7,medium
commercial-divers,zh-CN,Commercial Divers,商业潜水员,4,medium
commercial-divers,en,Commercial Divers,商业潜水员,4,medium
commercial-pilots,zh-CN,Commercial Pilots,商业飞行员,4,high
commercial-pilots,en,Commercial Pilots,商业飞行员,4,high
communications-teachers-postsecondary,zh-CN,"Communications Teachers, Postsecondary",高等教育传播学教师,5,medium
communications-teachers-postsecondary,en,"Communications Teachers, Postsecondary",高等教育传播学教师,5,medium
community-health-workers,zh-CN,Community health workers,社区健康工作者,4,medium
community-health-workers,en,Community health workers,社区健康工作者,4,medium
compensation-and-benefits-managers,zh-CN,Compensation and benefits managers,薪酬与福利经理,7,medium
compensation-and-benefits-managers,en,Compensation and benefits managers,薪酬与福利经理,7,medium
compensation-benefits-and-job-analysis-specialists,zh-CN,"Compensation, benefits, and job analysis specialists",薪酬、福利与岗位分析专员,7,medium
compensation-benefits-and-job-analysis-specialists,en,"Compensation, benefits, and job analysis specialists",薪酬、福利与岗位分析专员,7,medium
compliance-managers,zh-CN,Compliance Managers,合规经理,7,medium
compliance-managers,en,Compliance Managers,合规经理,7,medium
compliance-officers,zh-CN,Compliance officers,合规专员,7,high
compliance-officers,en,Compliance officers,合规专员,7,high
computer-and-information-research-scientists,zh-CN,Computer and information research scientists,计算机与信息研究科学家,8,medium
computer-and-information-research-scientists,en,Computer and information research scientists,计算机与信息研究科学家,8,medium
computer-and-information-systems-managers,zh-CN,Computer and information systems managers,计算机与信息系统经理,8,medium
computer-and-information-systems-managers,en,Computer and information systems managers,计算机与信息系统经理,8,medium
computer-hardware-engineers,zh-CN,Computer hardware engineers,计算机硬件工程师,8,medium
computer-hardware-engineers,en,Computer hardware engineers,计算机硬件工程师,8,medium
computer-network-architects,zh-CN,Computer Network Architects,计算机网络架构师,8,medium
computer-network-architects,en,Computer Network Architects,计算机网络架构师,8,medium
computer-network-support-specialists,zh-CN,Computer Network Support Specialists,计算机网络支持专员,8,medium
computer-network-support-specialists,en,Computer Network Support Specialists,计算机网络支持专员,8,medium
computer-numerically-controlled-tool-operators,zh-CN,Computer Numerically Controlled Tool Operators,数控机床操作员,6,medium
computer-numerically-controlled-tool-operators,en,Computer Numerically Controlled Tool Operators,数控机床操作员,6,medium
computer-numerically-controlled-tool-programmers,zh-CN,Computer Numerically Controlled Tool Programmers,数控机床程序员,6,high
computer-numerically-controlled-tool-programmers,en,Computer Numerically Controlled Tool Programmers,数控机床程序员,6,high
computer-programmers,zh-CN,Computer programmers,计算机程序员,8,high
computer-programmers,en,Computer programmers,计算机程序员,8,high
computer-science-teachers-postsecondary,zh-CN,"Computer Science Teachers, Postsecondary",高等教育计算机科学教师,8,medium
computer-science-teachers-postsecondary,en,"Computer Science Teachers, Postsecondary",高等教育计算机科学教师,8,medium
computer-support-specialists,zh-CN,Computer support specialists,计算机支持专员,8,medium
computer-support-specialists,en,Computer support specialists,计算机支持专员,8,medium
computer-systems-analysts,zh-CN,Computer Systems Analysts,计算机系统分析师,8,medium
computer-systems-analysts,en,Computer Systems Analysts,计算机系统分析师,8,medium
computer-systems-engineers-architects,zh-CN,Computer Systems Engineers/Architects,计算机系统工程师和架构师,8,high
computer-systems-engineers-architects,en,Computer Systems Engineers/Architects,计算机系统工程师和架构师,8,high
computer-automated-teller-and-office-machine-repairers,zh-CN,"Computer, Automated Teller, And Office Machine Repairers",计算机、自动柜员机和办公设备维修工,4,medium
computer-automated-teller-and-office-machine-repairers,en,"Computer, Automated Teller, And Office Machine Repairers",计算机、自动柜员机和办公设备维修工,4,medium
concierges,zh-CN,Concierges,礼宾员,5,medium
concierges,en,Concierges,礼宾员,5,medium
conservation-scientists,zh-CN,Conservation Scientists,保护科学家,6,medium
conservation-scientists,en,Conservation Scientists,保护科学家,6,medium
construction-and-building-inspectors,zh-CN,Construction and building inspectors,建筑与施工检查员,6,high
construction-and-building-inspectors,en,Construction and building inspectors,建筑与施工检查员,6,high
construction-equipment-operators,zh-CN,Operating Engineers And Other Construction Equipment Operators,工程设备操作员,3,medium
construction-equipment-operators,en,Operating Engineers And Other Construction Equipment Operators,工程设备操作员,3,medium
construction-laborers,zh-CN,Construction Laborers,建筑施工工人,3,medium
construction-laborers,en,Construction Laborers,建筑施工工人,3,medium
construction-laborers-and-helpers,zh-CN,Construction Laborers,建筑施工工人和助手,3,medium
construction-laborers-and-helpers,en,Construction Laborers,建筑施工工人和助手,3,medium
construction-managers,zh-CN,Construction managers,施工经理,6,high
construction-managers,en,Construction managers,施工经理,6,high
continuous-mining-machine-operators,zh-CN,Continuous Mining Machine Operators,连续采矿机操作员,4,medium
continuous-mining-machine-operators,en,Continuous Mining Machine Operators,连续采矿机操作员,4,medium
control-and-valve-installers-and-repairers-except-mechanical-door,zh-CN,"Control And Valve Installers And Repairers, Except Mechanical Door",控制与阀门安装维修工（不含机械门）,5,medium
control-and-valve-installers-and-repairers-except-mechanical-door,en,"Control And Valve Installers And Repairers, Except Mechanical Door",控制与阀门安装维修工（不含机械门）,5,medium
conveyor-operators-and-tenders,zh-CN,Conveyor Operators And Tenders,输送机操作员和看管员,4,medium
conveyor-operators-and-tenders,en,Conveyor Operators And Tenders,输送机操作员和看管员,4,medium
cooks,zh-CN,"Cooks, Restaurant",厨师,4,medium
cooks,en,"Cooks, Restaurant",厨师,4,medium
cooks-fast-food,zh-CN,"Cooks, Fast Food",快餐厨师,4,medium
cooks-fast-food,en,"Cooks, Fast Food",快餐厨师,4,medium
cooks-institution-and-cafeteria,zh-CN,"Cooks, Institution And Cafeteria",机构与食堂厨师,4,medium
cooks-institution-and-cafeteria,en,"Cooks, Institution And Cafeteria",机构与食堂厨师,4,medium
cooks-private-household,zh-CN,"Cooks, Private Household",私人家庭厨师,4,medium
cooks-private-household,en,"Cooks, Private Household",私人家庭厨师,4,medium
cooks-restaurant,zh-CN,"Cooks, Restaurant",餐厅厨师,4,medium
cooks-restaurant,en,"Cooks, Restaurant",餐厅厨师,4,medium
cooks-short-order,zh-CN,"Cooks, Short Order",简餐厨师,4,medium
cooks-short-order,en,"Cooks, Short Order",简餐厨师,4,medium
cooling-and-freezing-equipment-operators-and-tenders,zh-CN,Cooling And Freezing Equipment Operators And Tenders,冷却与冷冻设备操作员和看管员,5,medium
