slug,locale,candidate_index,anchor_candidate,candidate_only,runtime_approved
arbitrators-mediators-and-conciliators,en,1,"Arbitrators, Mediators, And Conciliators career overview",true,false
arbitrators-mediators-and-conciliators,en,2,"Arbitrators, Mediators, And Conciliators skills and entry path",true,false
arbitrators-mediators-and-conciliators,en,3,"Arbitrators, Mediators, And Conciliators AI impact and fit",true,false
architects,zh-CN,1,建筑师（不含景观与船舶）职业诊断职业介绍,true,false
architects,zh-CN,2,建筑师（不含景观与船舶）职业诊断技能与入行路径,true,false
architects,zh-CN,3,建筑师（不含景观与船舶）职业诊断AI 影响与职业匹配,true,false
architects,en,1,"Architects, Except Landscape and Naval career overview",true,false
architects,en,2,"Architects, Except Landscape and Naval skills and entry path",true,false
architects,en,3,"Architects, Except Landscape and Naval AI impact and fit",true,false
architects-except-landscape-and-naval,zh-CN,1,建筑师、景观船舶职业介绍,true,false
architects-except-landscape-and-naval,zh-CN,2,建筑师、景观船舶技能与入行路径,true,false
architects-except-landscape-and-naval,zh-CN,3,建筑师、景观船舶AI 影响与职业匹配,true,false
architects-except-landscape-and-naval,en,1,"Architects, Except Landscape And Naval career overview",true,false
architects-except-landscape-and-naval,en,2,"Architects, Except Landscape And Naval skills and entry path",true,false
architects-except-landscape-and-naval,en,3,"Architects, Except Landscape And Naval AI impact and fit",true,false
architectural-and-civil-drafters,zh-CN,1,建筑土木制图员职业介绍,true,false
architectural-and-civil-drafters,zh-CN,2,建筑土木制图员技能与入行路径,true,false
architectural-and-civil-drafters,zh-CN,3,建筑土木制图员AI 影响与职业匹配,true,false
architectural-and-civil-drafters,en,1,Architectural And Civil Drafters career overview,true,false
architectural-and-civil-drafters,en,2,Architectural And Civil Drafters skills and entry path,true,false
architectural-and-civil-drafters,en,3,Architectural And Civil Drafters AI impact and fit,true,false
architectural-and-engineering-managers,zh-CN,1,建筑与工程经理职业诊断职业介绍,true,false
architectural-and-engineering-managers,zh-CN,2,建筑与工程经理职业诊断技能与入行路径,true,false
architectural-and-engineering-managers,zh-CN,3,建筑与工程经理职业诊断AI 影响与职业匹配,true,false
architectural-and-engineering-managers,en,1,Architectural and engineering managers career overview,true,false
architectural-and-engineering-managers,en,2,Architectural and engineering managers skills and entry path,true,false
architectural-and-engineering-managers,en,3,Architectural and engineering managers AI impact and fit,true,false
architecture-teachers-postsecondary,zh-CN,1,建筑教师职业介绍,true,false
architecture-teachers-postsecondary,zh-CN,2,建筑教师技能与入行路径,true,false
architecture-teachers-postsecondary,zh-CN,3,建筑教师AI 影响与职业匹配,true,false
architecture-teachers-postsecondary,en,1,"Architecture Teachers, Postsecondary career overview",true,false
architecture-teachers-postsecondary,en,2,"Architecture Teachers, Postsecondary skills and entry path",true,false
architecture-teachers-postsecondary,en,3,"Architecture Teachers, Postsecondary AI impact and fit",true,false
archivists,zh-CN,1,档案管理员职业介绍,true,false
archivists,zh-CN,2,档案管理员技能与入行路径,true,false
archivists,zh-CN,3,档案管理员AI 影响与职业匹配,true,false
archivists,en,1,Archivists career overview,true,false
archivists,en,2,Archivists skills and entry path,true,false
archivists,en,3,Archivists AI impact and fit,true,false
curators-museum-technicians-and-conservators,zh-CN,1,策展人职业介绍,true,false
curators-museum-technicians-and-conservators,zh-CN,2,策展人技能与入行路径,true,false
curators-museum-technicians-and-conservators,zh-CN,3,策展人AI 影响与职业匹配,true,false
curators-museum-technicians-and-conservators,en,1,Curators career overview,true,false
curators-museum-technicians-and-conservators,en,2,Curators skills and entry path,true,false
curators-museum-technicians-and-conservators,en,3,Curators AI impact and fit,true,false
area-ethnic-and-cultural-studies-teachers-postsecondary,zh-CN,1,教师、高等教育职业介绍,true,false
area-ethnic-and-cultural-studies-teachers-postsecondary,zh-CN,2,教师、高等教育技能与入行路径,true,false
area-ethnic-and-cultural-studies-teachers-postsecondary,zh-CN,3,教师、高等教育AI 影响与职业匹配,true,false
area-ethnic-and-cultural-studies-teachers-postsecondary,en,1,"Area, Ethnic, And Cultural Studies Teachers, Postsecondary career overview",true,false
area-ethnic-and-cultural-studies-teachers-postsecondary,en,2,"Area, Ethnic, And Cultural Studies Teachers, Postsecondary skills and entry path",true,false
area-ethnic-and-cultural-studies-teachers-postsecondary,en,3,"Area, Ethnic, And Cultural Studies Teachers, Postsecondary AI impact and fit",true,false
armored-assault-vehicle-crew-members,zh-CN,1,装甲突击车辆成员职业介绍,true,false
armored-assault-vehicle-crew-members,zh-CN,2,装甲突击车辆成员技能与入行路径,true,false
armored-assault-vehicle-crew-members,zh-CN,3,装甲突击车辆成员AI 影响与职业匹配,true,false
armored-assault-vehicle-crew-members,en,1,Armored Assault Vehicle Crew Members career overview,true,false
armored-assault-vehicle-crew-members,en,2,Armored Assault Vehicle Crew Members skills and entry path,true,false
armored-assault-vehicle-crew-members,en,3,Armored Assault Vehicle Crew Members AI impact and fit,true,false
armored-assault-vehicle-officers,zh-CN,1,装甲突击车辆官职业介绍,true,false
armored-assault-vehicle-officers,zh-CN,2,装甲突击车辆官技能与入行路径,true,false
armored-assault-vehicle-officers,zh-CN,3,装甲突击车辆官AI 影响与职业匹配,true,false
armored-assault-vehicle-officers,en,1,Armored Assault Vehicle Officers career overview,true,false
armored-assault-vehicle-officers,en,2,Armored Assault Vehicle Officers skills and entry path,true,false
armored-assault-vehicle-officers,en,3,Armored Assault Vehicle Officers AI impact and fit,true,false
art-directors,zh-CN,1,艺术总监适合谁？职业介绍,true,false
art-directors,zh-CN,2,艺术总监适合谁？技能与入行路径,true,false
art-directors,zh-CN,3,艺术总监适合谁？AI 影响与职业匹配,true,false
art-directors,en,1,Art directors career overview,true,false
art-directors,en,2,Art directors skills and entry path,true,false
art-directors,en,3,Art directors AI impact and fit,true,false
art-therapists,zh-CN,1,治疗师职业介绍,true,false
art-therapists,zh-CN,2,治疗师技能与入行路径,true,false
art-therapists,zh-CN,3,治疗师AI 影响与职业匹配,true,false
art-therapists,en,1,Art Therapists career overview,true,false
art-therapists,en,2,Art Therapists skills and entry path,true,false
art-therapists,en,3,Art Therapists AI impact and fit,true,false
art-drama-and-music-teachers-postsecondary,zh-CN,1,教师、高等教育职业介绍,true,false
art-drama-and-music-teachers-postsecondary,zh-CN,2,教师、高等教育技能与入行路径,true,false
art-drama-and-music-teachers-postsecondary,zh-CN,3,教师、高等教育AI 影响与职业匹配,true,false
art-drama-and-music-teachers-postsecondary,en,1,"Art, Drama, And Music Teachers, Postsecondary career overview",true,false
art-drama-and-music-teachers-postsecondary,en,2,"Art, Drama, And Music Teachers, Postsecondary skills and entry path",true,false
art-drama-and-music-teachers-postsecondary,en,3,"Art, Drama, And Music Teachers, Postsecondary AI impact and fit",true,false
artillery-and-missile-crew-members,zh-CN,1,火炮导弹成员职业介绍,true,false
artillery-and-missile-crew-members,zh-CN,2,火炮导弹成员技能与入行路径,true,false
artillery-and-missile-crew-members,zh-CN,3,火炮导弹成员AI 影响与职业匹配,true,false
artillery-and-missile-crew-members,en,1,Artillery And Missile Crew Members career overview,true,false
artillery-and-missile-crew-members,en,2,Artillery And Missile Crew Members skills and entry path,true,false
artillery-and-missile-crew-members,en,3,Artillery And Missile Crew Members AI impact and fit,true,false
artillery-and-missile-officers,zh-CN,1,火炮导弹官职业介绍,true,false
artillery-and-missile-officers,zh-CN,2,火炮导弹官技能与入行路径,true,false
artillery-and-missile-officers,zh-CN,3,火炮导弹官AI 影响与职业匹配,true,false
artillery-and-missile-officers,en,1,Artillery And Missile Officers career overview,true,false
artillery-and-missile-officers,en,2,Artillery And Missile Officers skills and entry path,true,false
artillery-and-missile-officers,en,3,Artillery And Missile Officers AI impact and fit,true,false
assemblers-and-fabricators,zh-CN,1,团队装配工职业介绍,true,false
assemblers-and-fabricators,zh-CN,2,团队装配工技能与入行路径,true,false
assemblers-and-fabricators,zh-CN,3,团队装配工AI 影响与职业匹配,true,false
assemblers-and-fabricators,en,1,Team Assemblers career overview,true,false
assemblers-and-fabricators,en,2,Team Assemblers skills and entry path,true,false
assemblers-and-fabricators,en,3,Team Assemblers AI impact and fit,true,false
astronomers,zh-CN,1,其他职业职业介绍,true,false
astronomers,zh-CN,2,其他职业技能与入行路径,true,false
astronomers,zh-CN,3,其他职业AI 影响与职业匹配,true,false
astronomers,en,1,Astronomers career overview,true,false
astronomers,en,2,Astronomers skills and entry path,true,false
astronomers,en,3,Astronomers AI impact and fit,true,false
athletes-and-sports-competitors,zh-CN,1,运动员与体育竞赛选手职业介绍,true,false
athletes-and-sports-competitors,zh-CN,2,运动员与体育竞赛选手技能与入行路径,true,false
athletes-and-sports-competitors,zh-CN,3,运动员与体育竞赛选手AI 影响与职业匹配,true,false
athletes-and-sports-competitors,en,1,Athletes And Sports Competitors career overview,true,false
athletes-and-sports-competitors,en,2,Athletes And Sports Competitors skills and entry path,true,false
athletes-and-sports-competitors,en,3,Athletes And Sports Competitors AI impact and fit,true,false
athletic-trainers,zh-CN,1,运动训练师职业介绍,true,false
athletic-trainers,zh-CN,2,运动训练师技能与入行路径,true,false
athletic-trainers,zh-CN,3,运动训练师AI 影响与职业匹配,true,false
athletic-trainers,en,1,Athletic Trainers career overview,true,false
athletic-trainers,en,2,Athletic Trainers skills and entry path,true,false
athletic-trainers,en,3,Athletic Trainers AI impact and fit,true,false
atmospheric-and-space-scientists,zh-CN,1,大气与空间科学家职业介绍,true,false
atmospheric-and-space-scientists,zh-CN,2,大气与空间科学家技能与入行路径,true,false
atmospheric-and-space-scientists,zh-CN,3,大气与空间科学家AI 影响与职业匹配,true,false
atmospheric-and-space-scientists,en,1,Atmospheric And Space Scientists career overview,true,false
atmospheric-and-space-scientists,en,2,Atmospheric And Space Scientists skills and entry path,true,false
atmospheric-and-space-scientists,en,3,Atmospheric And Space Scientists AI impact and fit,true,false
atmospheric-scientists-including-meteorologists,zh-CN,1,大气科学家（含气象学家）职业介绍,true,false
atmospheric-scientists-including-meteorologists,zh-CN,2,大气科学家（含气象学家）技能与入行路径,true,false
atmospheric-scientists-including-meteorologists,zh-CN,3,大气科学家（含气象学家）AI 影响与职业匹配,true,false
atmospheric-scientists-including-meteorologists,en,1,"Atmospheric Scientists, Including Meteorologists career overview",true,false
atmospheric-scientists-including-meteorologists,en,2,"Atmospheric Scientists, Including Meteorologists skills and entry path",true,false
atmospheric-scientists-including-meteorologists,en,3,"Atmospheric Scientists, Including Meteorologists AI impact and fit",true,false
