slug,locale,missing_intent,priority
assemblers-and-fabricators,zh-CN,certification,low
assemblers-and-fabricators,en,education,low
astronomers,zh-CN,skills,medium
astronomers,zh-CN,education,low
astronomers,zh-CN,certification,low
astronomers,en,what-is,high
astronomers,en,salary,low
astronomers,en,career-path,medium
astronomers,en,skills,medium
astronomers,en,AI-impact,low
astronomers,en,fit,low
astronomers,en,adjacent,low
astronomers,en,education,low
astronomers,en,certification,low
athletes-and-sports-competitors,zh-CN,education,low
athletic-trainers,zh-CN,skills,medium
athletic-trainers,zh-CN,education,low
athletic-trainers,zh-CN,certification,low
atmospheric-and-space-scientists,zh-CN,skills,medium
atmospheric-and-space-scientists,zh-CN,education,low
atmospheric-and-space-scientists,zh-CN,certification,low
atmospheric-scientists-including-meteorologists,zh-CN,skills,medium
atmospheric-scientists-including-meteorologists,zh-CN,education,low
atmospheric-scientists-including-meteorologists,zh-CN,certification,low
atmospheric-earth-marine-and-space-sciences-teachers-postsecondary,zh-CN,certification,low
audio-and-video-technicians,zh-CN,what-is,high
audio-and-video-technicians,zh-CN,salary,low
audio-and-video-technicians,zh-CN,career-path,medium
audio-and-video-technicians,zh-CN,skills,medium
audio-and-video-technicians,zh-CN,AI-impact,low
audio-and-video-technicians,zh-CN,fit,low
audio-and-video-technicians,zh-CN,adjacent,low
audio-and-video-technicians,zh-CN,education,low
audio-and-video-technicians,zh-CN,certification,low
audio-and-video-technicians,en,what-is,high
audio-and-video-technicians,en,salary,low
audio-and-video-technicians,en,career-path,medium
audio-and-video-technicians,en,skills,medium
audio-and-video-technicians,en,AI-impact,low
audio-and-video-technicians,en,fit,low
audio-and-video-technicians,en,adjacent,low
audio-and-video-technicians,en,education,low
audio-and-video-technicians,en,certification,low
audiologists,zh-CN,skills,medium
audiologists,zh-CN,education,low
audiologists,zh-CN,certification,low
audiovisual-equipment-installers-and-repairers,zh-CN,education,low
audiovisual-equipment-installers-and-repairers,zh-CN,certification,low
audiovisual-equipment-installers-and-repairers,en,what-is,high
audiovisual-equipment-installers-and-repairers,en,salary,low
audiovisual-equipment-installers-and-repairers,en,career-path,medium
audiovisual-equipment-installers-and-repairers,en,skills,medium
audiovisual-equipment-installers-and-repairers,en,AI-impact,low
audiovisual-equipment-installers-and-repairers,en,fit,low
audiovisual-equipment-installers-and-repairers,en,adjacent,low
audiovisual-equipment-installers-and-repairers,en,education,low
audiovisual-equipment-installers-and-repairers,en,certification,low
automotive-and-watercraft-service-attendants,zh-CN,skills,medium
automotive-and-watercraft-service-attendants,zh-CN,education,low
automotive-and-watercraft-service-attendants,zh-CN,certification,low
automotive-body-and-glass-repairers,zh-CN,education,low
automotive-body-and-glass-repairers,zh-CN,certification,low
automotive-body-and-glass-repairers,en,education,low
automotive-engineering-technicians,zh-CN,skills,medium
automotive-engineering-technicians,zh-CN,education,low
automotive-engineering-technicians,zh-CN,certification,low
automotive-engineering-technicians,en,what-is,high
automotive-engineering-technicians,en,salary,low
automotive-engineering-technicians,en,career-path,medium
automotive-engineering-technicians,en,skills,medium
automotive-engineering-technicians,en,AI-impact,low
automotive-engineering-technicians,en,fit,low
automotive-engineering-technicians,en,adjacent,low
automotive-engineering-technicians,en,education,low
automotive-engineering-technicians,en,certification,low
automotive-engineers,zh-CN,skills,medium
automotive-engineers,zh-CN,education,low
automotive-glass-installers-and-repairers,zh-CN,education,low
automotive-glass-installers-and-repairers,en,what-is,high
automotive-glass-installers-and-repairers,en,salary,low
automotive-glass-installers-and-repairers,en,career-path,medium
automotive-glass-installers-and-repairers,en,skills,medium
automotive-glass-installers-and-repairers,en,AI-impact,low
automotive-glass-installers-and-repairers,en,fit,low
automotive-glass-installers-and-repairers,en,adjacent,low
automotive-glass-installers-and-repairers,en,education,low
automotive-glass-installers-and-repairers,en,certification,low
automotive-service-technicians-and-mechanics,zh-CN,education,low
aviation-inspectors,zh-CN,skills,medium
aviation-inspectors,zh-CN,education,low
avionics-technicians,zh-CN,education,low
baggage-porters-and-bellhops,zh-CN,education,low
bailiffs,zh-CN,education,low
bakers,zh-CN,skills,medium
bakers,zh-CN,education,low
bakers,en,what-is,high
bakers,en,salary,low
bakers,en,career-path,medium
bakers,en,skills,medium
bakers,en,AI-impact,low
bakers,en,fit,low
bakers,en,adjacent,low
bakers,en,education,low
bakers,en,certification,low
barbers,zh-CN,what-is,high
barbers,zh-CN,salary,low
barbers,zh-CN,career-path,medium
barbers,zh-CN,skills,medium
barbers,zh-CN,AI-impact,low
barbers,zh-CN,fit,low
barbers,zh-CN,adjacent,low
barbers,zh-CN,education,low
barbers,zh-CN,certification,low
barbers-hairstylists-and-cosmetologists,zh-CN,education,low
barbers-hairstylists-and-cosmetologists,en,education,low
baristas,zh-CN,education,low
bartenders,zh-CN,education,low
bicycle-repairers,zh-CN,education,low
bicycle-repairers,en,what-is,high
bicycle-repairers,en,salary,low
bicycle-repairers,en,career-path,medium
bicycle-repairers,en,skills,medium
bicycle-repairers,en,AI-impact,low
bicycle-repairers,en,fit,low
bicycle-repairers,en,adjacent,low
bicycle-repairers,en,education,low
bicycle-repairers,en,certification,low
bill-and-account-collectors,zh-CN,skills,medium
bill-and-account-collectors,zh-CN,education,low
billing-and-posting-clerks,zh-CN,skills,medium
billing-and-posting-clerks,zh-CN,education,low
billing-and-posting-clerks,en,what-is,high
billing-and-posting-clerks,en,salary,low
billing-and-posting-clerks,en,career-path,medium
billing-and-posting-clerks,en,skills,medium
billing-and-posting-clerks,en,AI-impact,low
billing-and-posting-clerks,en,fit,low
billing-and-posting-clerks,en,adjacent,low
billing-and-posting-clerks,en,education,low
billing-and-posting-clerks,en,certification,low
biochemists-and-biophysicists,zh-CN,skills,medium
biochemists-and-biophysicists,zh-CN,education,low
biomedical-engineers,zh-CN,skills,medium
biomedical-engineers,zh-CN,education,low
biofuels-processing-technicians,zh-CN,what-is,high
biofuels-processing-technicians,zh-CN,salary,low
biofuels-processing-technicians,zh-CN,career-path,medium
biofuels-processing-technicians,zh-CN,skills,medium
biofuels-processing-technicians,zh-CN,AI-impact,low
biofuels-processing-technicians,zh-CN,fit,low
biofuels-processing-technicians,zh-CN,adjacent,low
biofuels-processing-technicians,zh-CN,education,low
biofuels-processing-technicians,zh-CN,certification,low
biofuels-production-managers,zh-CN,skills,medium
biofuels-production-managers,zh-CN,education,low
biofuels-biodiesel-technology-and-product-development-managers,zh-CN,skills,medium
biofuels-biodiesel-technology-and-product-development-managers,zh-CN,education,low
bioinformatics-scientists,zh-CN,skills,medium
bioinformatics-scientists,zh-CN,education,low
bioinformatics-technicians,zh-CN,education,low
biological-technicians,zh-CN,what-is,high
biological-technicians,zh-CN,salary,low
biological-technicians,zh-CN,career-path,medium
biological-technicians,zh-CN,skills,medium
biological-technicians,zh-CN,AI-impact,low
biological-technicians,zh-CN,fit,low
biological-technicians,zh-CN,adjacent,low
biological-technicians,zh-CN,education,low
biological-technicians,zh-CN,certification,low
biologists,zh-CN,skills,medium
biologists,zh-CN,education,low
biomass-plant-technicians,zh-CN,skills,medium
biomass-plant-technicians,zh-CN,education,low
biomass-power-plant-managers,zh-CN,skills,medium
biomass-power-plant-managers,zh-CN,education,low
biostatisticians,zh-CN,education,low
blockchain-engineers,zh-CN,education,low
boilermakers,zh-CN,what-is,high
boilermakers,zh-CN,salary,low
boilermakers,zh-CN,career-path,medium
boilermakers,zh-CN,skills,medium
boilermakers,zh-CN,AI-impact,low
boilermakers,zh-CN,fit,low
boilermakers,zh-CN,adjacent,low
boilermakers,zh-CN,education,low
boilermakers,zh-CN,certification,low
bookkeeping-accounting-and-auditing-clerks,zh-CN,what-is,high
bookkeeping-accounting-and-auditing-clerks,zh-CN,salary,low
bookkeeping-accounting-and-auditing-clerks,zh-CN,career-path,medium
bookkeeping-accounting-and-auditing-clerks,zh-CN,skills,medium
bookkeeping-accounting-and-auditing-clerks,zh-CN,AI-impact,low
bookkeeping-accounting-and-auditing-clerks,zh-CN,fit,low
bookkeeping-accounting-and-auditing-clerks,zh-CN,adjacent,low
bookkeeping-accounting-and-auditing-clerks,zh-CN,education,low
bookkeeping-accounting-and-auditing-clerks,zh-CN,certification,low
brickmasons-and-blockmasons,zh-CN,what-is,high
brickmasons-and-blockmasons,zh-CN,salary,low
brickmasons-and-blockmasons,zh-CN,career-path,medium
brickmasons-and-blockmasons,zh-CN,skills,medium
brickmasons-and-blockmasons,zh-CN,AI-impact,low
brickmasons-and-blockmasons,zh-CN,fit,low
brickmasons-and-blockmasons,zh-CN,adjacent,low
brickmasons-and-blockmasons,zh-CN,education,low
brickmasons-and-blockmasons,zh-CN,certification,low
bridge-and-lock-tenders,zh-CN,skills,medium
bridge-and-lock-tenders,zh-CN,education,low
bridge-and-lock-tenders,en,what-is,high
bridge-and-lock-tenders,en,salary,low
bridge-and-lock-tenders,en,career-path,medium
bridge-and-lock-tenders,en,skills,medium
bridge-and-lock-tenders,en,AI-impact,low
bridge-and-lock-tenders,en,fit,low
bridge-and-lock-tenders,en,adjacent,low
bridge-and-lock-tenders,en,education,low
bridge-and-lock-tenders,en,certification,low
broadcast-announcers-and-radio-disc-jockeys,zh-CN,skills,medium
broadcast-announcers-and-radio-disc-jockeys,zh-CN,education,low
broadcast-technicians,zh-CN,skills,medium
broadcast-technicians,zh-CN,education,low
broadcast-technicians,en,what-is,high
broadcast-technicians,en,salary,low
broadcast-technicians,en,career-path,medium
broadcast-technicians,en,skills,medium
broadcast-technicians,en,AI-impact,low
broadcast-technicians,en,fit,low
broadcast-technicians,en,adjacent,low
broadcast-technicians,en,education,low
broadcast-technicians,en,certification,low
broadcast-and-sound-engineering-technicians,zh-CN,education,low
broadcast-and-sound-engineering-technicians,en,education,low
brokerage-clerks,zh-CN,skills,medium
brokerage-clerks,zh-CN,education,low
brokerage-clerks,en,what-is,high
brokerage-clerks,en,salary,low
brokerage-clerks,en,career-path,medium
brokerage-clerks,en,skills,medium
brokerage-clerks,en,AI-impact,low
brokerage-clerks,en,fit,low
brokerage-clerks,en,adjacent,low
brokerage-clerks,en,education,low
brokerage-clerks,en,certification,low
brownfield-redevelopment-specialists-and-site-managers,zh-CN,skills,medium
brownfield-redevelopment-specialists-and-site-managers,zh-CN,education,low
brownfield-redevelopment-specialists-and-site-managers,en,what-is,high
brownfield-redevelopment-specialists-and-site-managers,en,salary,low
brownfield-redevelopment-specialists-and-site-managers,en,career-path,medium
brownfield-redevelopment-specialists-and-site-managers,en,skills,medium
brownfield-redevelopment-specialists-and-site-managers,en,AI-impact,low
brownfield-redevelopment-specialists-and-site-managers,en,fit,low
brownfield-redevelopment-specialists-and-site-managers,en,adjacent,low
brownfield-redevelopment-specialists-and-site-managers,en,education,low
brownfield-redevelopment-specialists-and-site-managers,en,certification,low
budget-analysts,zh-CN,skills,medium
budget-analysts,zh-CN,education,low
bus-and-truck-mechanics-and-diesel-engine-specialists,zh-CN,education,low
bus-drivers,zh-CN,education,low
bus-drivers,en,education,low
bus-drivers-school,zh-CN,skills,medium
bus-drivers-transit-and-intercity,zh-CN,what-is,high
bus-drivers-transit-and-intercity,zh-CN,salary,low
bus-drivers-transit-and-intercity,zh-CN,career-path,medium
bus-drivers-transit-and-intercity,zh-CN,skills,medium
bus-drivers-transit-and-intercity,zh-CN,AI-impact,low
bus-drivers-transit-and-intercity,zh-CN,fit,low
bus-drivers-transit-and-intercity,zh-CN,adjacent,low
bus-drivers-transit-and-intercity,zh-CN,education,low
bus-drivers-transit-and-intercity,zh-CN,certification,low
business-continuity-planners,zh-CN,skills,medium
business-continuity-planners,zh-CN,education,low
business-intelligence-analysts,zh-CN,education,low
butchers-and-meat-cutters,zh-CN,education,low
butchers-and-meat-cutters,en,education,low
buyers-and-purchasing-agents-farm-products,zh-CN,skills,medium
buyers-and-purchasing-agents-farm-products,zh-CN,education,low
cabinetmakers-and-bench-carpenters,zh-CN,skills,medium
cabinetmakers-and-bench-carpenters,zh-CN,education,low
cabinetmakers-and-bench-carpenters,en,what-is,high
cabinetmakers-and-bench-carpenters,en,salary,low
cabinetmakers-and-bench-carpenters,en,career-path,medium
cabinetmakers-and-bench-carpenters,en,skills,medium
cabinetmakers-and-bench-carpenters,en,AI-impact,low
cabinetmakers-and-bench-carpenters,en,fit,low
cabinetmakers-and-bench-carpenters,en,adjacent,low
cabinetmakers-and-bench-carpenters,en,education,low
cabinetmakers-and-bench-carpenters,en,certification,low
calibration-technologists-and-technicians,zh-CN,skills,medium
calibration-technologists-and-technicians,zh-CN,education,low
camera-and-photographic-equipment-repairers,zh-CN,what-is,high
camera-and-photographic-equipment-repairers,zh-CN,salary,low
camera-and-photographic-equipment-repairers,zh-CN,career-path,medium
camera-and-photographic-equipment-repairers,zh-CN,skills,medium
camera-and-photographic-equipment-repairers,zh-CN,AI-impact,low
camera-and-photographic-equipment-repairers,zh-CN,fit,low
camera-and-photographic-equipment-repairers,zh-CN,adjacent,low
camera-and-photographic-equipment-repairers,zh-CN,education,low
camera-and-photographic-equipment-repairers,zh-CN,certification,low
camera-and-photographic-equipment-repairers,en,what-is,high
camera-and-photographic-equipment-repairers,en,salary,low
camera-and-photographic-equipment-repairers,en,career-path,medium
camera-and-photographic-equipment-repairers,en,skills,medium
camera-and-photographic-equipment-repairers,en,AI-impact,low
camera-and-photographic-equipment-repairers,en,fit,low
camera-and-photographic-equipment-repairers,en,adjacent,low
