seed_ordinal,slug,locale,title_en,title_zh,primary_detected_intent,secondary_detected_intents,what-is,salary,career-path,skills,AI-impact,fit,adjacent,education,certification,page_status,api_status,h1,title,description_present,faq_signal_count,source_signal_count
63,area-ethnic-and-cultural-studies-teachers-postsecondary,zh-CN,"Area, Ethnic, And Cultural Studies Teachers, Postsecondary",教师、高等教育,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education,true,true,true,true,true,true,true,true,false,200,0,高校区域、民族与文化研究教师,教师、高等教育 | FermatMind,true,11,6
63,area-ethnic-and-cultural-studies-teachers-postsecondary,en,"Area, Ethnic, And Cultural Studies Teachers, Postsecondary",教师、高等教育,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
64,armored-assault-vehicle-crew-members,zh-CN,Armored Assault Vehicle Crew Members,装甲突击车辆成员,what-is,salary|career-path|AI-impact|fit|adjacent,true,true,true,false,true,true,true,false,false,200,0,装甲突击车辆乘员,装甲突击车辆成员 | FermatMind,true,11,6
64,armored-assault-vehicle-crew-members,en,Armored Assault Vehicle Crew Members,装甲突击车辆成员,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
65,armored-assault-vehicle-officers,zh-CN,Armored Assault Vehicle Officers,装甲突击车辆官,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
65,armored-assault-vehicle-officers,en,Armored Assault Vehicle Officers,装甲突击车辆官,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,0,Armored Assault Vehicle Officers,Armored Assault Vehicle Officers | FermatMind,true,9,7
66,art-directors,zh-CN,Art directors,艺术总监适合谁？,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
66,art-directors,en,Art directors,艺术总监适合谁？,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,0,Art directors,Art directors | FermatMind,true,9,7
67,art-therapists,zh-CN,Art Therapists,治疗师,what-is,salary|career-path|AI-impact|fit|adjacent,true,true,true,false,true,true,true,false,false,200,0,艺术治疗师,治疗师 | FermatMind,true,11,6
67,art-therapists,en,Art Therapists,治疗师,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,0,Art Therapists,Art Therapists | FermatMind,true,9,7
68,art-drama-and-music-teachers-postsecondary,zh-CN,"Art, Drama, And Music Teachers, Postsecondary",教师、高等教育,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education,true,true,true,true,true,true,true,true,false,200,0,高校艺术、戏剧与音乐教师,教师、高等教育 | FermatMind,true,11,6
68,art-drama-and-music-teachers-postsecondary,en,"Art, Drama, And Music Teachers, Postsecondary",教师、高等教育,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,0,"Art, Drama, And Music Teachers, Postsecondary","Art, Drama, And Music Teachers, Postsecondary | FermatMind",true,9,7
69,artillery-and-missile-crew-members,zh-CN,Artillery And Missile Crew Members,火炮导弹成员,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
69,artillery-and-missile-crew-members,en,Artillery And Missile Crew Members,火炮导弹成员,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
70,artillery-and-missile-officers,zh-CN,Artillery And Missile Officers,火炮导弹官,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
70,artillery-and-missile-officers,en,Artillery And Missile Officers,火炮导弹官,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,0,Artillery And Missile Officers,Artillery And Missile Officers | FermatMind,true,9,7
71,assemblers-and-fabricators,zh-CN,Team Assemblers,团队装配工,what-is,salary|career-path|skills|AI-impact|fit|adjacent,true,true,true,true,true,true,true,false,false,200,0,团队装配工,团队装配工 | FermatMind,true,12,6
71,assemblers-and-fabricators,en,Team Assemblers,团队装配工,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,0,Team Assemblers,Team Assemblers | FermatMind,true,12,7
72,astronomers,zh-CN,Astronomers,其他职业,what-is,salary|career-path|AI-impact|fit|adjacent,true,true,true,false,true,true,true,false,false,200,0,天文学家,其他职业 | FermatMind,true,11,6
72,astronomers,en,Astronomers,其他职业,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
73,athletes-and-sports-competitors,zh-CN,Athletes And Sports Competitors,运动员与体育竞赛选手,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,0,运动员与体育竞赛选手,运动员与体育竞赛选手 | FermatMind,true,11,6
73,athletes-and-sports-competitors,en,Athletes And Sports Competitors,运动员与体育竞赛选手,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,0,Athletes and sports competitors,Athletes And Sports Competitors | FermatMind,true,9,7
74,athletic-trainers,zh-CN,Athletic Trainers,运动训练师,what-is,salary|career-path|AI-impact|fit|adjacent,true,true,true,false,true,true,true,false,false,200,0,运动训练师,运动训练师 | FermatMind,true,11,6
74,athletic-trainers,en,Athletic Trainers,运动训练师,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,0,Athletic trainers,Athletic Trainers | FermatMind,true,9,7
75,atmospheric-and-space-scientists,zh-CN,Atmospheric And Space Scientists,大气与空间科学家,what-is,salary|career-path|AI-impact|fit|adjacent,true,true,true,false,true,true,true,false,false,200,0,大气与空间科学家,大气与空间科学家 | FermatMind,true,11,6
75,atmospheric-and-space-scientists,en,Atmospheric And Space Scientists,大气与空间科学家,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,0,Atmospheric And Space Scientists,Atmospheric And Space Scientists | FermatMind,true,9,7
76,atmospheric-scientists-including-meteorologists,zh-CN,"Atmospheric Scientists, Including Meteorologists",大气科学家（含气象学家）,what-is,salary|career-path|AI-impact|fit|adjacent,true,true,true,false,true,true,true,false,false,200,0,大气科学家（含气象学家）,大气科学家（含气象学家） | FermatMind,true,11,6
76,atmospheric-scientists-including-meteorologists,en,"Atmospheric Scientists, Including Meteorologists",大气科学家（含气象学家）,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,0,"Atmospheric scientists, including meteorologists","Atmospheric Scientists, Including Meteorologists | FermatMind",true,9,7
77,atmospheric-earth-marine-and-space-sciences-teachers-postsecondary,zh-CN,"Atmospheric, Earth, Marine, And Space Sciences Teachers, Postsecondary",土方、船舶、教师、高等教育,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education,true,true,true,true,true,true,true,true,false,200,0,高校大气、地球、海洋与空间科学教师,土方、船舶、教师、高等教育 | FermatMind,true,11,6
77,atmospheric-earth-marine-and-space-sciences-teachers-postsecondary,en,"Atmospheric, Earth, Marine, And Space Sciences Teachers, Postsecondary",土方、船舶、教师、高等教育,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,0,"Atmospheric, Earth, Marine, And Space Sciences Teachers, Postsecondary","Atmospheric, Earth, Marine, And Space Sciences Teachers, Postsecondary | FermatMind",true,9,7
78,audio-and-video-technicians,zh-CN,Audio And Video Technicians,音频视频技术员,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
78,audio-and-video-technicians,en,Audio And Video Technicians,音频视频技术员,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
79,audiologists,zh-CN,Audiologists,听力学家,what-is,salary|career-path|AI-impact|fit|adjacent,true,true,true,false,true,true,true,false,false,200,0,听力学家,听力学家 | FermatMind,true,11,6
79,audiologists,en,Audiologists,听力学家,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,0,Audiologists,Audiologists | FermatMind,true,9,7
80,audiovisual-equipment-installers-and-repairers,zh-CN,Audiovisual Equipment Installers And Repairers,设备安装工,what-is,salary|career-path|skills|AI-impact|fit|adjacent,true,true,true,true,true,true,true,false,false,200,0,视听设备安装与维修工,设备安装工 | FermatMind,true,11,6
80,audiovisual-equipment-installers-and-repairers,en,Audiovisual Equipment Installers And Repairers,设备安装工,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
81,automotive-and-watercraft-service-attendants,zh-CN,Automotive And Watercraft Service Attendants,汽车与船艇服务员,what-is,salary|career-path|AI-impact|fit|adjacent,true,true,true,false,true,true,true,false,false,200,0,汽车与船艇服务员,汽车与船艇服务员 | FermatMind,true,11,6
81,automotive-and-watercraft-service-attendants,en,Automotive And Watercraft Service Attendants,汽车与船艇服务员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,0,Automotive And Watercraft Service Attendants,Automotive And Watercraft Service Attendants | FermatMind,true,9,7
82,automotive-body-and-glass-repairers,zh-CN,Automotive Body and Related Repairers,汽车车身及相关维修工适合谁？,what-is,salary|career-path|skills|AI-impact|fit|adjacent,true,true,true,true,true,true,true,false,false,200,0,汽车车身及相关维修工,汽车车身及相关维修工适合谁？ | FermatMind,true,12,6
82,automotive-body-and-glass-repairers,en,Automotive Body and Related Repairers,汽车车身及相关维修工适合谁？,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,0,Automotive Body and Related Repairers,Automotive Body and Related Repairers | FermatMind,true,12,7
83,automotive-engineering-technicians,zh-CN,Automotive Engineering Technicians,技术员工程,what-is,salary|career-path|AI-impact|fit|adjacent,true,true,true,false,true,true,true,false,false,200,0,汽车工程技术员,技术员工程 | FermatMind,true,11,6
83,automotive-engineering-technicians,en,Automotive Engineering Technicians,技术员工程,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
84,automotive-engineers,zh-CN,Automotive Engineers,工程师,what-is,salary|career-path|AI-impact|fit|adjacent|certification,true,true,true,false,true,true,true,false,true,200,0,汽车工程师,工程师 | FermatMind,true,11,6
84,automotive-engineers,en,Automotive Engineers,工程师,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,0,Automotive Engineers,Automotive Engineers | FermatMind,true,9,7
85,automotive-glass-installers-and-repairers,zh-CN,Automotive Glass Installers And Repairers,汽车玻璃安装工,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,0,汽车玻璃安装与维修工,汽车玻璃安装工 | FermatMind,true,11,6
85,automotive-glass-installers-and-repairers,en,Automotive Glass Installers And Repairers,汽车玻璃安装工,what-is,,false,false,false,false,false,false,false,false,false,0,0,,,false,0,0
86,automotive-service-technicians-and-mechanics,zh-CN,Automotive Service Technicians And Mechanics,汽车维修技师与机械师,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,0,汽车维修技师与机械师,汽车维修技师与机械师 | FermatMind,true,11,6
86,automotive-service-technicians-and-mechanics,en,Automotive Service Technicians And Mechanics,汽车维修技师与机械师,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,0,Automotive service technicians and mechanics,Automotive Service Technicians And Mechanics | FermatMind,true,9,7
87,aviation-inspectors,zh-CN,Aviation Inspectors,航空检查员,what-is,salary|career-path|AI-impact|fit|adjacent|certification,true,true,true,false,true,true,true,false,true,200,0,航空检查员,航空检查员 | FermatMind,true,11,6
87,aviation-inspectors,en,Aviation Inspectors,航空检查员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,0,Aviation Inspectors,Aviation Inspectors | FermatMind,true,9,7
