index,slug,english,chinese,display_zh,entity_level,reviewer_status,index_state,canonical_path,issue_level,issue_reasons,suggested_zh
"128","cn-4-04-05-15","Automotive Testers","智能网联汽车测试员","智能网联汽车测试员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"129","cn-4-02-02-09","Automotive Workers","汽车救援员","汽车救援员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"130","cn-4-10-08-02","Automotive Workers","汽车代驾员","汽车代驾员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"131","cn-6-22-02-01","Automotive Workers","汽车装调工","汽车装调工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"132","cn-6-22-02-02","Automotive Workers","汽车回收拆解工","汽车回收拆解工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"133","cn-6-31-07-05","Automotive Workers","智能网联汽车装调运维员","智能网联汽车装调运维员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"134","cn-6-23-03-03","Aviation Assemblers","航空发动机装配工","航空发动机装配工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"135","cn-6-23-03-04","Aviation Assemblers","航空螺旋桨装配工","航空螺旋桨装配工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"136","cn-6-23-03-06","Aviation Assemblers","航空附件装配工","航空附件装配工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"137","cn-6-23-03-07","Aviation Assemblers","航空仪表装配工","航空仪表装配工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"138","cn-6-23-03-08","Aviation Assembly Workers","航空装配平衡工","航空装配平衡工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"139","cn-6-30-03-01","Aviation Communications Workers","航空通信导航监视员","航空通信导航监视员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"140","cn-2-02-08-03","Aviation Design Engineering Technicians","航空动力装置设计工程技术人员","航空动力装置设计工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"141","cn-6-23-03-05","Aviation Electrical Installation Workers","航空电气安装调试工","航空电气安装调试工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"142","cn-2-02-08-05","Aviation Engineering Technicians","航空产品试验与飞行试验工程技术人员","航空产品试验与飞行试验工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"143","cn-2-02-08-06","Aviation Engineering Technicians","航空产品适航工程技术人员","航空产品适航工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"144","cn-2-02-08-07","Aviation Engineering Technicians","航空产品支援工程技术人员","航空产品支援工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"145","cn-2-02-16-03","Aviation Engineering Technicians","民航通用航空工程技术人员","民航通用航空工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"146","aviation-inspectors","Aviation Inspectors","航空检查员","航空检查员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"147","cn-6-31-02-05","Aviation Maintenance Workers","航空器外场维护员","航空器外场维护员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"148","cn-2-02-16-02","Aviation Management Engineering Technicians","民航空中交通管理工程技术人员","民航空中交通管理工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"149","cn-2-02-08-04","Aviation Manufacturing Engineering Technicians","航空动力装置制造工程技术人员","航空动力装置制造工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"150","cn-6-31-02-02","Aviation Mechanical Maintenance Workers","航空器机械维护员","航空器机械维护员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"151","cn-2-02-16-01","Aviation Repair Engineering Technicians","民用航空器维修与适航工程技术人员","民用航空器维修与适航工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"152","cn-4-02-04-04","Aviation Safety Workers","航空安全员","航空安全员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"153","cn-4-02-04-02","Aviation Transportation Service Workers","航空运输地面服务员","航空运输地面服务员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"154","cn-4-08-01-01","Aviation Workers","航空气象员","航空气象员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"155","cn-6-23-03-14","Aviation Workers","航空环控救生装备工","航空环控救生装备工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"156","cn-6-30-03-03","Aviation Workers","航空油料员","航空油料员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"157","cn-6-31-02-03","Aviation Workers","航空器部件修理工","航空器部件修理工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"158","cn-6-31-02-04","Aviation Workers","航空发动机修理工","航空发动机修理工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"159","avionics-technicians","Avionics Technicians","技术员","技术员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","too_generic_missing_modifier",""
"160","baggage-porters-and-bellhops","Baggage Porters And Bellhops","行李搬运员和行李员","行李搬运员和行李员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"161","bailiffs","Bailiffs","法警","法警","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"162","bakers","Bakers","面包师","面包师","career_job_detail","docx_baseline_imported","indexable","/career/jobs/bakers","no_obvious_issue_in_title_audit","",""
